0-0.0;-3.0050389133035695;4.248672575837461;1.67;-0.897711384175914;10.393074641843674;2.07;mesh.obj
0-0.1;-5.7150389133035695;-1.3863274241625385;1.67;-3.607711384175914;4.758074641843674;2.07;newmesh.obj
0-1.0;3.0050389133035695;-4.248672575837461;1.67;0.897711384175914;-10.393074641843674;2.07;mesh.obj
0-1.1;0.29503891330356957;-9.883672575837462;1.67;-1.812288615824086;-16.028074641843673;2.07;newmesh.obj
0-2.0;-3.0050389133035695;-4.248672575837461;1.67;-0.897711384175914;-10.393074641843674;2.07;mesh.obj
0-2.1;-5.7150389133035695;-9.883672575837462;1.67;-3.607711384175914;-16.028074641843673;2.07;newmesh.obj
0-3.0;2.4149610866964304;4.248672575837461;1.67;4.522288615824086;10.393074641843674;2.07;mesh.obj
0-3.1;-0.29503891330356957;-1.3863274241625385;1.67;1.8122886158240856;4.758074641843674;2.07;newmesh.obj
0-4.0;3.0050389133035695;7.021327424162538;1.67;0.897711384175914;0.8769253581563259;2.07;mesh.obj
0-4.1;0.29503891330356957;1.3863274241625385;1.67;-1.812288615824086;-4.758074641843674;2.07;newmesh.obj
0-5.0;2.4149610866964304;7.021327424162538;1.67;4.522288615824086;0.8769253581563259;2.07;mesh.obj
0-5.1;-0.29503891330356957;1.3863274241625385;1.67;1.8122886158240856;-4.758074641843674;2.07;newmesh.obj
1-0.0;-3.0050389133035695;1.67;4.248672575837461;-0.897711384175914;2.07;10.393074641843674;mesh.obj
1-0.1;-5.7150389133035695;-3.965;4.248672575837461;-3.607711384175914;-3.565;10.393074641843674;newmesh.obj
1-1.0;3.0050389133035695;1.67;-4.248672575837461;0.897711384175914;2.07;-10.393074641843674;mesh.obj
1-1.1;0.29503891330356957;-3.965;-4.248672575837461;-1.812288615824086;-3.565;-10.393074641843674;newmesh.obj
1-2.0;-3.0050389133035695;1.67;-4.248672575837461;-0.897711384175914;2.07;-10.393074641843674;mesh.obj
1-2.1;-5.7150389133035695;-3.965;-4.248672575837461;-3.607711384175914;-3.565;-10.393074641843674;newmesh.obj
1-3.0;2.4149610866964304;1.67;4.248672575837461;4.522288615824086;2.07;10.393074641843674;mesh.obj
1-3.1;-0.29503891330356957;-3.965;4.248672575837461;1.8122886158240856;-3.565;10.393074641843674;newmesh.obj
1-4.0;3.0050389133035695;1.67;7.021327424162538;0.897711384175914;2.07;0.8769253581563259;mesh.obj
1-4.1;0.29503891330356957;-3.965;7.021327424162538;-1.812288615824086;-3.565;0.8769253581563259;newmesh.obj
1-5.0;2.4149610866964304;1.67;7.021327424162538;4.522288615824086;2.07;0.8769253581563259;mesh.obj
1-5.1;-0.29503891330356957;-3.965;7.021327424162538;1.8122886158240856;-3.565;0.8769253581563259;newmesh.obj
2-0.0;4.248672575837461;-3.0050389133035695;1.67;10.393074641843674;-0.897711384175914;2.07;mesh.obj
2-0.1;1.5386725758374613;-8.64003891330357;1.67;7.683074641843674;-6.532711384175914;2.07;newmesh.obj
2-1.0;-4.248672575837461;3.0050389133035695;1.67;-10.393074641843674;0.897711384175914;2.07;mesh.obj
2-1.1;-6.958672575837461;-2.6299610866964303;1.67;-13.103074641843673;-4.7372886158240854;2.07;newmesh.obj
2-2.0;-4.248672575837461;-3.0050389133035695;1.67;-10.393074641843674;-0.897711384175914;2.07;mesh.obj
2-2.1;-6.958672575837461;-8.64003891330357;1.67;-13.103074641843673;-6.532711384175914;2.07;newmesh.obj
2-3.0;4.248672575837461;2.4149610866964304;1.67;10.393074641843674;4.522288615824086;2.07;mesh.obj
2-3.1;1.5386725758374613;-3.2200389133035694;1.67;7.683074641843674;-1.1127113841759142;2.07;newmesh.obj
2-4.0;7.021327424162538;3.0050389133035695;1.67;0.8769253581563259;0.897711384175914;2.07;mesh.obj
2-4.1;4.311327424162538;-2.6299610866964303;1.67;-1.833074641843674;-4.7372886158240854;2.07;newmesh.obj
2-5.0;7.021327424162538;2.4149610866964304;1.67;0.8769253581563259;4.522288615824086;2.07;mesh.obj
2-5.1;4.311327424162538;-3.2200389133035694;1.67;-1.833074641843674;-1.1127113841759142;2.07;newmesh.obj
3-0.0;4.248672575837461;1.67;-3.0050389133035695;10.393074641843674;2.07;-0.897711384175914;mesh.obj
3-0.1;1.5386725758374613;-3.965;-3.0050389133035695;7.683074641843674;-3.565;-0.897711384175914;newmesh.obj
3-1.0;-4.248672575837461;1.67;3.0050389133035695;-10.393074641843674;2.07;0.897711384175914;mesh.obj
3-1.1;-6.958672575837461;-3.965;3.0050389133035695;-13.103074641843673;-3.565;0.897711384175914;newmesh.obj
3-2.0;-4.248672575837461;1.67;-3.0050389133035695;-10.393074641843674;2.07;-0.897711384175914;mesh.obj
3-2.1;-6.958672575837461;-3.965;-3.0050389133035695;-13.103074641843673;-3.565;-0.897711384175914;newmesh.obj
3-3.0;4.248672575837461;1.67;2.4149610866964304;10.393074641843674;2.07;4.522288615824086;mesh.obj
3-3.1;1.5386725758374613;-3.965;2.4149610866964304;7.683074641843674;-3.565;4.522288615824086;newmesh.obj
3-4.0;7.021327424162538;1.67;3.0050389133035695;0.8769253581563259;2.07;0.897711384175914;mesh.obj
3-4.1;4.311327424162538;-3.965;3.0050389133035695;-1.833074641843674;-3.565;0.897711384175914;newmesh.obj
3-5.0;7.021327424162538;1.67;2.4149610866964304;0.8769253581563259;2.07;4.522288615824086;mesh.obj
3-5.1;4.311327424162538;-3.965;2.4149610866964304;-1.833074641843674;-3.565;4.522288615824086;newmesh.obj
4-0.0;1.67;-3.0050389133035695;4.248672575837461;2.07;-0.897711384175914;10.393074641843674;mesh.obj
4-0.1;-1.04;-8.64003891330357;4.248672575837461;-0.6400000000000001;-6.532711384175914;10.393074641843674;newmesh.obj
4-1.0;1.67;3.0050389133035695;-4.248672575837461;2.07;0.897711384175914;-10.393074641843674;mesh.obj
4-1.1;-1.04;-2.6299610866964303;-4.248672575837461;-0.6400000000000001;-4.7372886158240854;-10.393074641843674;newmesh.obj
4-2.0;1.67;-3.0050389133035695;-4.248672575837461;2.07;-0.897711384175914;-10.393074641843674;mesh.obj
4-2.1;-1.04;-8.64003891330357;-4.248672575837461;-0.6400000000000001;-6.532711384175914;-10.393074641843674;newmesh.obj
4-3.0;1.67;2.4149610866964304;4.248672575837461;2.07;4.522288615824086;10.393074641843674;mesh.obj
4-3.1;-1.04;-3.2200389133035694;4.248672575837461;-0.6400000000000001;-1.1127113841759142;10.393074641843674;newmesh.obj
4-4.0;1.67;3.0050389133035695;7.021327424162538;2.07;0.897711384175914;0.8769253581563259;mesh.obj
4-4.1;-1.04;-2.6299610866964303;7.021327424162538;-0.6400000000000001;-4.7372886158240854;0.8769253581563259;newmesh.obj
4-5.0;1.67;2.4149610866964304;7.021327424162538;2.07;4.522288615824086;0.8769253581563259;mesh.obj
4-5.1;-1.04;-3.2200389133035694;7.021327424162538;-0.6400000000000001;-1.1127113841759142;0.8769253581563259;newmesh.obj
5-0.0;1.67;4.248672575837461;-3.0050389133035695;2.07;10.393074641843674;-0.897711384175914;mesh.obj
5-0.1;-1.04;-1.3863274241625385;-3.0050389133035695;-0.6400000000000001;4.758074641843674;-0.897711384175914;newmesh.obj
5-1.0;1.67;-4.248672575837461;3.0050389133035695;2.07;-10.393074641843674;0.897711384175914;mesh.obj
5-1.1;-1.04;-9.883672575837462;3.0050389133035695;-0.6400000000000001;-16.028074641843673;0.897711384175914;newmesh.obj
5-2.0;1.67;-4.248672575837461;-3.0050389133035695;2.07;-10.393074641843674;-0.897711384175914;mesh.obj
5-2.1;-1.04;-9.883672575837462;-3.0050389133035695;-0.6400000000000001;-16.028074641843673;-0.897711384175914;newmesh.obj
5-3.0;1.67;4.248672575837461;2.4149610866964304;2.07;10.393074641843674;4.522288615824086;mesh.obj
5-3.1;-1.04;-1.3863274241625385;2.4149610866964304;-0.6400000000000001;4.758074641843674;4.522288615824086;newmesh.obj
5-4.0;1.67;7.021327424162538;3.0050389133035695;2.07;0.8769253581563259;0.897711384175914;mesh.obj
5-4.1;-1.04;1.3863274241625385;3.0050389133035695;-0.6400000000000001;-4.758074641843674;0.897711384175914;newmesh.obj
5-5.0;1.67;7.021327424162538;2.4149610866964304;2.07;0.8769253581563259;4.522288615824086;mesh.obj
5-5.1;-1.04;1.3863274241625385;2.4149610866964304;-0.6400000000000001;-4.758074641843674;4.522288615824086;newmesh.obj
